성과연도,성과고유번호,성과구분,성과명,전담기관 등록(기탁)번호,저널명 OR 성과명(영문) 등,저자 OR 저작자 등,IPC OR 등록기관 등,국내외구분 OR 제조사 등,초록(국문),초록(영문),키워드,유발과제명,과제고유번호,부처명,과제수행기관,연구수행주체,6T분류,과학기술표준분류,연구개발단계,정부연구비,총연구비,당해연구시작일,당해연구종료일
2013,PTO-2013-0025653636,특허,콘크리트 기둥의 내력 보강 장치 및 그 보강방법,10-2013-0139733,nan,조선대학교 산학협력단;,"E04G 23/02,E04C 3/30",대한민국,nan,nan,nan,스마트 그린 건설기술 개발 및 실용화,1345198732,미래창조과학부,조선대학교,대학,폐기물 처리 및 활용기술,친환경건축물 설계/시공/관리기술,기초연구,500000000,500000000,20130901,20140831
2013,PTO-2013-0025662647,특허,레독스 흐름전지,10-2013-0014362,nan,한국과학기술원;,"H01M 8/18,H01M 8/04186,H01M 8/0284,H01M 8/2484",대한민국,nan,nan,nan,고생존성/확장성/자율성/은닉성을 갖는 대규모 복수 무인시스템 연구,1711005592,미래창조과학부,한국과학기술원,출연연구소,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,항공시스템 관련 S/W,응용연구,25000000,25000000,20130901,20131231
2013,PTO-2013-0025714354,특허,지진관측 기록계의 직류전원 공급장치,10-2013-0010443,nan,한국지질자원연구원;,"H02J 7/00,H02J 9/06,G01V 1/24",대한민국,nan,nan,nan,한반도 동부지역 잠재적 위험 지진원 평가,1711009426,미래창조과학부,한국지질자원연구원,출연연구소,기타 정보기술,지구물리학,기초연구,2980000000,2980000000,20130101,20131231
2013,PTO-2013-0025712549,특허,금속-절연체 전이 금속을 이용하는 열전소자,10-2013-0003890,nan,한국전자통신연구원;,"H01L 35/02,H01L 35/14",대한민국,nan,nan,nan,금속-절연체 전이(MIT) 현상 규명 및 MIT 나노기초핵심 응용기술,1415127480,지식경제부,한국전자통신연구원,출연연구소,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,전기전자부품,기타,500000000,500000000,20120101,20121231
2013,PTO-2013-0025660905,특허,NADH 산화제 조성물 및 NADH 산화방법,10-2013-0088155,nan,광운대학교 산학협력단;,C12N 9/02,대한민국,nan,nan,nan,단백질공학을 통한 고활성 lignin 분해 효소 재설계,1711001280,미래창조과학부,광운대학교 산학협력단,대학,생물공정 기술,생물공학,기초연구,340000000,340000000,20130601,20140531
2013,PTO-2013-0025651897,특허,갈조류 생물흡착제를 이용한 우라늄 오염폐액의 정화방법,10-2013-0060446,nan,한국원자력연구원;,"G21F 9/18,G21F 9/14,G21F 9/12",대한민국,nan,nan,nan,대규모 방사성 오염의 생물학적 처리를 위한 친환경 융합 기술 개발,1711002511,미래창조과학부,서강대학교,대학,환경 생명공학기술,원자력 안전기술,기초연구,460000000,460000000,20131201,20141130
2013,PTO-2013-0025661106,특허,실리카/이산화티타늄 코어/셀 나노입자를 포함하는 염료감응형 태양전지의 산화전극 페이스트 제조법,10-2013-0067494,nan,서울대학교산학협력단;,"H01L 31/0224,H01B 1/24,H01L 31/042",대한민국,nan,nan,nan,광산란 및 밴드갭 제어 소재 개발,1711002362,미래창조과학부,서울대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",나노화학공정기술,개발연구,310000000,310000000,20130901,20140831
2013,PTO-2013-0025709461,특허,자성체를 이용한 토크 측정 장치,10-2013-0099117,nan,재단법인대구경북과학기술원;,G01L 3/10,대한민국,nan,nan,nan,상지마비 환자의 인지/운동 재활을 위한 EXG를 활용한 상지 재활 로봇 기술 개발,1711008551,미래창조과학부,대구경북과학기술원,출연연구소,의과학·의공학 기술,로봇/자동화기계,기초연구,266000000,266000000,20130101,20131231
2013,PTO-2013-0025651585,특허,질소-함유 유기 화합물의 제조 방법,10-2013-0062024,nan,서강대학교산학협력단;,C07C 241/02,대한민국,nan,nan,nan,히드라진 기반 무기 및 유기 형광 물질 연구,9991001980,교육부,서강대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",무기화학,기초연구,50310000,50310000,20130901,20140831
2013,PTO-2013-0025653512,특허,YlMpo1 단백질을 이용한 만노스인산화 반응,10-2013-0121746,nan,한국생명공학연구원;,C12N 15/70,대한민국,nan,nan,nan,손상 조직으로의 타겟팅 향상을 위한 중간엽줄기세포 제어기술 개발,1711002095,미래창조과학부,한국생명공학연구원,출연연구소,생체조직 재생기술,줄기세포생물학,기초연구,110000000,110000000,20131001,20140930
2013,PTO-2013-0025653466,특허,실크 피브로인 나노섬유의 제조 방법,10-2013-0120884,nan,경북대학교 산학협력단;,"D01F 4/02,D06M 10/02,B02C 19/18,B01D 35/02,A61L 27/36,D02G 3/02,D02G 3/44",대한민국,nan,nan,nan,"다양한 누에품종으로 부터 얻어진 실크 고분자들의 구조특성, 섬유화 특성, 필름 특성 및 세포활성 규명",9991001638,교육부,경북대학교,대학,기타기초·기반기술,섬유제조,기초연구,61100000,61100000,20130901,20140831
2013,PTO-2013-0025675785,특허,삼차원 공유결합 네트워크 나노캡슐 및 그 제조방법,10-2013-0068456,nan,광주과학기술원;,"C08G 18/02,B01J 13/14,A61K 9/51,C08J 3/24,C08G 18/72",대한민국,nan,nan,nan,유기분자네트워크 졸겔 합성법 및 이의 바이오 응용,1345166508,교육과학기술부,광주과학기술원,대학,나노 바이오 물질 합성 및 분석기술,나노화학,기초연구,200000000,200000000,20120901,20130831
2013,PTO-2013-0025651337,특허,붕소계 표면처리제를 포함하는 유-무기하이브리드 태양전지 및 그 제조방법,10-2013-0159244,nan,대구가톨릭대학교 산학협력단;,"H01L 31/04,H01L 31/18,H01G 9/20",대한민국,nan,nan,nan,광전극 표면에 도입된 금속 및 비금속 이온이 태양전지 성능에 미치는 효과 연구,9991005266,교육부,대구가톨릭대학교,대학,에너지소재 기술,태양광,기초연구,50310000,50310000,20130501,20140430
2013,PTO-2013-0025651277,특허,무선 네트워크에서의 에너지 고효율을 위한 시간 동기화 방법 및 이를 적용한 네트워크,10-2013-0051519,nan,울산대학교 산학협력단;,"H04W 56/00,H04W 52/02,H04W 84/18",대한민국,nan,nan,nan,그린 펨토셀 네트워크를 위한 에너지 효율적인 프로토콜 및 알고리즘 개발,9991005403,미래창조과학부,울산대학교,대학,4세대 이동통신,이동통신,기초연구,49448000,49448000,20130501,20140430
2013,PTO-2013-0025675773,특허,다중 클래스 SVM과 트리 분류를 이용한 제스처 인식 장치 및 방법,10-2013-0054412,nan,중앙대 산학협력단;,G06T 7/20,대한민국,nan,nan,nan,환경 연계형 증강현실기술 개발,1345171317,교육과학기술부,중앙대학교,대학,멀티미디어 단말기 및 운영체계기술,S/W 솔루션,응용연구,59520000,59520000,20120501,20130430
2013,PTO-2013-0025675612,특허,디스트로핀 폴리뉴클레오티드의 발현을 억제하는 뉴클레오티드가 도입된 동물 세포주,10-2013-0097393,nan,아주대학교 산학협력단;,"C12N 15/85,C12N 15/113,G01N 33/50,C12N 5/077",대한민국,nan,nan,nan,듀센근위축증 세포 모델에서 산화스트레스에 의한 근육소실 기작에 관한 연구,1345167157,교육과학기술부,아주대학교,대학,생명현상 및 기능연구,분자세포 생물학,기초연구,40861000,40861000,20120501,20130430
2013,PTO-2013-0025651523,특허,치과 임플란트용 드릴의 가이드 장치,10-2013-0145295,nan,연세대학교 산학협력단;,"A61C 3/02,A61B 17/17,A61C 8/00,A61C 19/04",대한민국,nan,nan,nan,상악동 골이식시 rhBMP-2 코팅시킨 합성골의 골재생 효과,1711004374,미래창조과학부,연세대학교,대학,생체조직 재생기술,기능복원/보조/복지기기,응용연구,48846000,48846000,20130501,20140430
2013,PTO-2013-0025653355,특허,마이크로니들 침습장치,10-2013-0038739,nan,조선대학교 산학협력단;,"A61M 5/158,A61M 37/00",대한민국,nan,nan,nan,순환계 급성 기능장애 예방용 인체 부착형 센서 모듈 개발 및 임상적 성능 평가,1711000244,미래창조과학부,조선대학교,대학,기타 에너지기술,기타 전기/전자,응용연구,490000000,703000000,20130801,20140731
2013,PTO-2013-0025653316,특허,동물의 배설물을 이용한 헤테로원자 함유 다공성 탄소 구조체의 제조방법 및 이를 이용한 전극 소재,10-2013-0086698,nan,고려대학교산학협력단;,"C01B 31/02,H01M 8/02,H01M 4/96",대한민국,nan,nan,nan,나노구조 제어된 차세대 연료전지용 최적 M1M2M3M4 다원계 복합 전극소재,1711001512,미래창조과학부,고려대학교,대학,연료전지기술,나노화학,응용연구,500000000,500000000,20130901,20140831
2013,PTO-2013-0025651531,특허,차선 인식 시스템 및 그 방법,10-2013-0057532,nan,숭실대학교산학협력단;,"G06K 9/00,G06K 9/32",대한민국,nan,nan,nan,QoS를 고려한 다중 전송 요구 처리를 위한 메모리 제어 방식에 관한 연구,9991000332,교육부,숭실대학교,대학,차세대디스플레이기술,SoC,기초연구,34020000,34020000,20130901,20140831
2013,PTO-2013-0025653574,특허,"실리콘 산질화물 형광체, 이의 제조 방법 및 이를 포함하는 광소자",10-2013-0021608,nan,경기대학교 산학협력단;,"C09K 11/77,C09K 11/08,C09K 11/59,H01L 33/50,H05B 33/14",대한민국,nan,nan,nan,질화물계 발광소재의 신공정 및 신조성 개발,1711006001,미래창조과학부,경기대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",광/전자세라믹스,기초연구,99000000,99000000,20130501,20140430
2013,PTO-2013-0025679598,특허,플라이 백 동작을 수행하는 조명장치,10-2013-0006968,nan,단국대학교산학협력단;,H05B 45/00,대한민국,nan,nan,nan,광응용기기 핵심전력부품 및 제품화 지원사업,1415133568,산업통상자원부,단국대학교 산학협력단,대학,차세대디스플레이기술,광부품,기타,468000000,929060000,20130301,20140228
2013,PTO-2013-0025679582,특허,금속 나노와이어를 구비한 다층 투명 전극 소자,10-2013-0029379,nan,경희대학교산학협력단;,"H01L 31/18,H01B 13/00,H01B 5/14,H01L 31/0224,H01B 1/02,H01B 1/08",대한민국,nan,nan,nan,디스플레이부품소재 지역혁신센터,1415133578,산업통상자원부,경희대학교 산학협력단,대학,차세대디스플레이기술,기타 재료,개발연구,357000000,1056400000,20130301,20140228
2013,PTO-2013-0025712189,특허,정밀부품의 이물질 및 스케일 자동제거장치,10-2013-0033439,nan,한국기초과학지원연구원;,"B21B 45/02,C23G 5/04,C23G 3/00",대한민국,nan,nan,nan,초정밀열영상현미경개발,1711007821,미래창조과학부,한국기초과학지원연구원,출연연구소,원자·분자 레벨 물질 조작기술,기타 전기/전자,개발연구,805000000,805000000,20130101,20131231
2013,PTO-2013-0025676190,특허,레독스 흐름전지,10-2013-0097074,nan,한국에너지기술연구원;,"H01M 8/04276,H01M 8/18,H01M 8/04082,H01M 8/04186",대한민국,nan,nan,nan,신규 비수계 활물질 및 고농도/고전압 플로우 전지 기술 개발,1345172059,교육과학기술부,한국에너지기술연구원,출연연구소,에너지저장 이용기술,전기화학,기초연구,600000000,1200000000,20121230,20131229
2013,PTO-2013-0025676138,특허,아미노산 검출을 위한 바이오센서용 수용성 형광 공액화 화합물과 그 제조방법,10-2013-0045255,nan,충남대학교산학협력단;,"G01N 21/64,G01N 33/68,G01N 33/52",대한민국,nan,nan,nan,장파장 형광을 위하여 조절된 밴드갭을 갖는 신호증폭 유기재료의 형광 바이오 어세이,1345174504,교육과학기술부,충남대학교,대학,기타기초·기반기술,고분자재료,응용연구,59999000,59999000,20120901,20130831
2013,PTO-2013-0025657545,특허,마그네슘 합금 압출재의 제조방법 및 이에 따라 제조되는 마그네슘 합금 압출재,10-2013-0083597,nan,한국기계연구원;,"C22F 1/06,B21C 23/00,C22C 23/00,B22D 21/04,B21J 5/00",대한민국,nan,nan,nan,경량금속소재의 중간재 제조기술 개발,1711008498,미래창조과학부,재료연구소,출연연구소,에너지소재 기술,구조재료,개발연구,1044082000,1044082000,20130101,20131231
2013,PTO-2013-0025494439,특허,부가정보를 오버랩하여 콘텐츠를 표시하는 휴대 단말기 및 방법,10-2013-0023120,nan,한국과학기술연구원;,G06F 3/0481,대한민국,nan,nan,nan,미래네트워크 연구시험망 구축운영,1711006967,미래창조과학부,한국정보화진흥원,기타,기타 네트워크기술,네트워크 구조설계/운영지원,기타,7105000000,7105000000,20130101,20131231
2013,PTO-2013-0025661386,특허,전도성 스페이서를 포함한 나권형 수처리 필터,10-2013-0024501,nan,서울대학교산학협력단;,"B01D 63/10,B01D 65/02,B01D 67/00,C02F 1/44",대한민국,nan,nan,nan,기능성 혼합 탄소나노튜브 역삼투막기술 개발 및 응용,1711001772,미래창조과학부,서울대학교,대학,수질오염처리 및 재이용기술,정수장 효율향상/고도처리기술,기초연구,90000000,90000000,20130930,20140929
2013,PTO-2013-0025675699,특허,"다감각정보를 이용한 정서 인지능력 검사 시스템 및 방법, 다감각정보를 이용한 정서 인지 훈련 시스템 및 방법",10-2013-0115385,nan,고려대학교 산학협력단;,G16C 10/00,대한민국,nan,nan,nan,가상현실 시스템을 이용한 일화기억 연구,1345173327,교육과학기술부,고려대학교,대학,nan,nan,기초연구,175084000,175084000,20120501,20130430
2013,PTO-2013-0025661344,특허,신경 기능 제어를 위한 초음파 에너지 출력 시스템 및 방법,10-2013-0059173,nan,고려대학교 산학협력단;,"A61M 21/00,A61N 7/00,A61N 7/00",대한민국,nan,nan,nan,공존감 지원 실감교류 확장공간 소프트웨어 아키텍처 기술,1711004646,미래창조과학부,(재) 실감교류인체감응솔루션연구단,출연연구소,기타 정보처리시스템 및 S/W 기술,System Integration,기초연구,2350000000,2350000000,20130901,20140831
2013,PTO-2013-0025675946,특허,개선된 암의 CT 이미징 획득하는 방법,10-2013-0154215,nan,연세대학교 산학협력단;,"A61K 49/04,A61K 9/127,A61K 47/50,B82Y 5/00,A61B 6/03,G06T 1/00",대한민국,nan,nan,nan,망상내피세포계의 포화를 이용한 CT용 나노입자 조영제의 효율 향상,1345169489,교육과학기술부,연세대학교,대학,기타기초·기반기술,치료/진단기기,기초연구,60000000,60000000,20120501,20130430
2013,PTO-2013-0025675335,특허,태양광 충방전 복합산화물 반도체 제조 및 이를 활용한 야간 수처리,10-2013-0019911,nan,경북대학교 산학협력단;,"C25B 1/04,C25B 1/04",대한민국,nan,nan,nan,태양광 전환 및 주야간 충방전용 다기능성 단일나노복합촉매 개발,1345177165,교육과학기술부,경북대학교,대학,에너지소재 기술,신재생에너지,기초연구,50000000,50000000,20120501,20130430
