성과연도,성과고유번호,성과구분,성과명,전담기관 등록(기탁)번호,저널명 OR 성과명(영문) 등,저자 OR 저작자 등,IPC OR 등록기관 등,국내외구분 OR 제조사 등,초록(국문),초록(영문),키워드,유발과제명,과제고유번호,부처명,과제수행기관,연구수행주체,6T분류,과학기술표준분류,연구개발단계,정부연구비,총연구비,당해연구시작일,당해연구종료일
2013,PTO-2013-0025653851,특허,환 동형 사상을 이용한 동형 암호화 방법과 복호화 방법 및 이를 이용한 장치,10-2013-0007760,nan,서울대학교 산학협력단;,"G09C 1/06,H04L 9/28",대한민국,nan,nan,nan,암호학적 난제 연구,1711004465,미래창조과학부,서울대학교,대학,정보보안 및 암호기술,이산/정보수학,기초연구,300000000,300000000,20130301,20140228
2013,PTO-2013-0025653713,특허,영상 분석을 통하여 모션 햅틱 효과를 제공하는 장치 및 방법,10-2013-0125156,nan,포항공과대학교 산학협력단;,G06F 3/01,대한민국,nan,nan,nan,몰입형 컨텐츠를 위한 4D 햅틱 효과의 자동 생성 기술,1345204099,미래창조과학부,포항공과대학교,대학,가상현실 및 인공지능 응용기술,융합형 콘텐츠,기초연구,102000000,102000000,20130601,20140531
2013,PTO-2013-0025654149,특허,레이저 차단 모듈을 포함하는 레이저 조사 장치,10-2013-0146670,nan,단국대학교 천안캠퍼스 산학협력단;,"H01S 3/10,H01S 3/00,A61B 18/20,A61N 5/067,A61N 5/06",대한민국,nan,nan,nan,한국베크만광의료기기연구센터 (BLI-Korea),1711000134,미래창조과학부,단국대학교(천안캠퍼스),대학,의과학·의공학 기술,달리 분류되지 않는 치료/진단기기,응용연구,618000000,1498000000,20130801,20140731
2013,PTO-2013-0025654406,특허,"NOTA 표지 글루코사민-함유 시클로 RGDfK 유도체, 그 제조방법 및 그것을 포함하는 핵의학 영상 조영제 및 암 치료제",10-2013-0054010,nan,한국원자력의학원;,"C07H 5/06,C07H 1/00,A61K 49/14",대한민국,nan,nan,nan,진단용 금속성 방사성동위원소 생산 및 회수기술 개발,1345198646,미래창조과학부,한국원자력의학원,출연연구소,기타 보건의료 관련 응용기술,방사선기술,기초연구,500000000,500000000,20130701,20140630
2013,PTO-2013-0025654933,특허,광학 바이오센서,10-2013-0056950,nan,고려대학교산학협력단;,"C12Q 1/26,G01N 33/53,G01N 21/78,G01N 33/52",대한민국,nan,nan,nan,"고활성, 고안정 나노-단백질 원천기술 개발 및 ELISA에서의 응용",1711005828,미래창조과학부,고려대학교,대학,단백질체 연구,생물화학 공정기술,응용연구,320000000,320000000,20130701,20140630
2013,PTO-2013-0025650979,특허,수식 콘텐츠의 한글 독음 변환 시스템 및 방법,10-2013-0051206,nan,숙명여자대학교산학협력단;,"G06F 40/00,G06F 3/16,G10L 13/08",대한민국,nan,nan,nan,장애인을 위한 표준기반 전자책의 사용자 인터페이스 개선에 대한 연구,9991001843,교육부,숙명여자대학교,대학,기타 정보기술,콘텐츠,기초연구,33480000,33480000,20130901,20140831
2013,PTO-2013-0025662816,특허,쿼드로터의 자기 위치 인식 방법 및 그 장치,10-2013-0148342,nan,한국항공우주연구원;,"G01C 11/36,G01B 11/00,G06T 7/00",대한민국,nan,nan,nan,실내자율비행을 위한 3차원 지도 시스템 개발,1711002702,미래창조과학부,한국항공우주연구원,출연연구소,차세대 통신위성 탑재체기술,임베디드 S/W,응용연구,30000000,30000000,20130101,20131231
2013,PTO-2013-0025650821,특허,신규 클로로겐산 유도체 및 이를 유효성분으로 포함하는 염증성 질환 치료용 조성물,10-2013-0005781,nan,충북대학교 산학협력단;,"C07C 233/11,A61K 31/16",대한민국,nan,nan,nan,동물의학연구소,1345201717,교육부,충북대학교,대학,유전자 변형 생물체 개발기술,실험동물,기초연구,570000000,620000000,20130901,20140831
2013,PTO-2013-0025726268,특허,평판형 혼 어레이 안테나,10-2013-0018327,nan,박찬구/이준희;,"H01Q 21/06,H01Q 13/02",대한민국,nan,nan,nan,저가형 소형안테나로 구현 가능한 위성 인터넷 모뎀 라우터 개발,1425076432,중소기업청,위월드(주),중소기업,기타 네트워크기술,위성통신/방송 단말,개발연구,274500000,498833000,20121201,20131130
2013,PTO-2013-0025676537,특허,다중프레임을 이용한 화살의 패러독스와 속도 측정 장치 및 방법,10-2013-0068487,nan,부산대학교 산학협력단;,"G01P 3/68,G01P 3/38,F42B 6/06,G01J 1/44,G01J 1/44",대한민국,nan,nan,nan,레이저 스캔을 이용한 화살 이동궤적과 탄착점 측정 시스템,1345169685,교육과학기술부,부산대학교,대학,기타 정보처리시스템 및 S/W 기술,로봇/자동화기계,기초연구,59800000,59800000,20120901,20130831
2013,PTO-2013-0025725665,특허,김치 절임 공정의 절임수 재이용 장치 및 방법,10-2013-0103288,nan,고등기술연구원연구조합(3-1999-902343-9);,"C02F 1/467,C02F 1/28,C02F 1/44,C02F 103/32",대한민국,nan,nan,nan,식품생산라인의 고농도 염수 재이용을 위한 통합공정 개발,1425069695,중소기업청,고등기술연구원연구조합,기타,공정내재자원화(Internal Recycle) 기술,식품과학,개발연구,255000000,272000000,20110701,20120630
2013,PTO-2013-0025655362,특허,GKN2를 유효성분으로 포함하는 항암 보조제,10-2013-0125819,nan,가톨릭대학교 산학협력단;,"A61K 48/00,A61K 38/17,A61K 45/06",대한민국,nan,nan,nan,Gastrokine 1 역할 규명을 통한 위암의 분자생물학적 발암 기전 연구,1345197273,미래창조과학부,가톨릭대학교(성의교정),대학,생명현상 및 기능연구,임상의학,기초연구,101000000,101000000,20130501,20140430
2013,PTO-2013-0025726694,특허,지대주 및 이를 포함하는 치아 임플란트 장치,10-2013-0051839,nan,(주)세원메딕스;,A61C 8/00,대한민국,nan,nan,nan,임플란트 식립Path를 보상하는 지대주 개발,1425075855,중소기업청,(주)세원메딕스,중소기업,의과학·의공학 기술,임플란트,개발연구,97407000,129876000,20121019,20131018
2013,PTO-2013-0025726603,특허,높은 방전압력을 갖는 외부전극 제조방법 및 이를 이용하여 제조된 외부전극 방전장치,10-2013-0010575,nan,(주)오리엔탈드림;,"H01J 9/38,H01J 65/04,H01J 61/72,H01J 61/067,H01J 61/02,H01J 9/24,H01J 9/26,H01J 61/30",대한민국,nan,nan,nan,공기살균이 가능한 필라멘트가 없는 영구살균램프 개발,1425073876,중소기업청,(주)오리엔탈드림,중소기업,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,조명기기,개발연구,49999000,66691000,20120701,20121231
2013,PTO-2013-0025726775,특허,폴리에스테르/레이온 혼방 편직물의 염색방법,10-2013-0002948,nan,영덕물산(주);,"D06P 3/82,D06B 3/14",대한민국,nan,nan,nan,폴리/레이온 혼방 편직물의 초저욕비 염색가공기술 개발,1425075796,중소기업청,영덕물산(주),중소기업,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,침염기술,개발연구,99000000,132000000,20121019,20131018
2013,PTO-2013-0025726428,특허,수분산성 아크릴계 에멀젼,10-2013-0043340,nan,(주)비피케미칼;,"C08L 33/04,C08J 3/02,C08F 220/10,C08F 2/18",대한민국,nan,nan,nan,아크릴계 올리고머 합성 기술에 의한 고투명 플라스틱 가공용 첨가제 개발,1425072016,중소기업청,(주)비피케미칼,중소기업,기타 나노소재기술,고분자 합성,개발연구,160795000,214795000,20120530,20130530
2013,PTO-2013-0025652354,특허,퇴행성 신경질환 진단용 마커 및 그 용도,10-2013-0049320,nan,서울대학교산학협력단;,"C12Q 1/60,G01N 30/02,G01N 33/52,G01N 33/92,G01N 30/02",대한민국,nan,nan,nan,루게릭병에서 수산화콜레스테롤 대사 이상 규명을 통한 치료 타겟 및 생체 표지자 개발,9991002438,교육부,서울대학교병원,대학,뇌신경과학 연구,폐기물 관리/자원순환,기초연구,31590000,31590000,20130901,20140831
2013,PTO-2013-0025651942,특허,억새꽃 추출물을 유효성분으로 함유하는 피부 미백용 조성물,10-2013-0067263,nan,중앙대 산학협력단;,"A61K 36/899,A61K 8/9794,A61Q 19/02",대한민국,nan,nan,nan,고 플라보노이드 함유 식물 소재의 스트레스 유래 여성탈모증에 대한 예방효능 및 작용기작 탐색,1345201257,미래창조과학부,중앙대학교,대학,기타기초·기반기술,기타 생명과학,기초연구,40462000,40462000,20130501,20140430
2013,PTO-2013-0025652018,특허,"신규한 아민 화합물 또는 이의 약학적으로 허용가능한 염, 이의 제조방법 및 이를 포함하는 T-형 또는 N-형 칼슘 채널 활성 관련 질환의 예방 또는 치료용 약학적 조성물",10-2013-0166824,nan,이화여자대학교 산학협력단;,"C07D 307/38,A61K 31/34,A61K 31/42,A23L 33/10",대한민국,nan,nan,nan,소디움 채널 1.7 및 1.8 에 선택성을 갖는 리간드 연구,1345205260,미래창조과학부,이화여자대학교,대학,바이오신약 개발기술,의생명과학,기초연구,50310000,50310000,20130601,20140531
2013,PTO-2013-0025650966,특허,원자력 발전소의 중수로 증기발생기의 세관 세정장치 및 세정방법,10-2013-0144727,nan,한국원자력연구원;,G21C 19/02,대한민국,nan,nan,nan,중수로 주요부품 안전성평가 기술 개발,1345201049,미래창조과학부,한국원자력연구원,출연연구소,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,운전 안전성 평가기술,응용연구,443000000,443000000,20130301,20140228
2013,PTO-2013-0025650711,특허,"전도성 면섬유, 이의 제조방법 및 전도성 면섬유를 이용한 솔라셀 면섬유",10-2013-0017212,nan,동국대학교 산학협력단;,"D06M 11/07,D06M 13/144,D06M 11/38,D06M 101/06",대한민국,nan,nan,nan,IMT와 CNSI 기관 유치를 통한 나노-정보 기술 연구,1345197174,미래창조과학부,동국대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",응집물질물리,기초연구,1081000000,1381000000,20130701,20140630
2013,PTO-2013-0025654949,특허,이방성 열 전기전도 액정 조성물 및 이를 이용한 방열 및 전자파 차폐 매트릭스의 제조방법,10-2013-0052314,nan,전북대학교산학협력단;,"C09K 19/32,C09K 19/42,C09D 4/00",대한민국,nan,nan,nan,고효율 수소저장용 기능성 수소투과 복합차단층 개발,1711005993,미래창조과학부,전북대학교,대학,기타 나노소재기술,고분자재료,응용연구,466000000,466000000,20130701,20140630
2013,PTO-2013-0025654997,특허,방사선에 의해서 화학적 안정성이 향상된 가교 술폰화 폴리에테르에테르케톤 양이온교환막 및 이의 제조 방법,10-2013-0136427,nan,한국원자력연구원;,"B01J 39/18,C08J 5/22,H01M 8/10",대한민국,nan,nan,nan,방사선에 의한 에너지소재용 기능성 멤브레인 제조기술 개발,1345199624,미래창조과학부,한국원자력연구원,출연연구소,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,방사선 공업/환경 이용기술,개발연구,600000000,600000000,20130301,20140228
2013,PTO-2013-0025654768,특허,α-알루미나의 제조방법 및 이로부터 얻어지는 α-알루미나,10-2013-0086353,nan,영남대학교 산학협력단;,"C01F 7/02,B01J 6/00",대한민국,nan,nan,nan,사파이어 단결정 성장용 고순도 알루미나 분말 개발 및 전문 인력 양성,1345211646,교육부,영남대학교,대학,나노화학 공정기술,기초무기소재 공정기술,개발연구,150000000,190000000,20130401,20140331
2013,PTO-2013-0025649921,특허,중공을 가진 금속 산화물 나노입자 기반의 자기공명영상 조영제,10-2013-7015085,nan,주식회사 인트론바이오테크놀로지;,"A61K 49/06,A61K 9/16,A61K 39/395,A61K 47/30",대한민국,nan,nan,nan,기초과학연구소,1345201675,교육부,고려대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",전기/전자/광특성 고분자,기초연구,630000000,675000000,20130501,20140430
2013,PTO-2013-0025655211,특허,레이저 거리 센서에 의해 측정된 측정 거리의 거리 유형을 평가하는 방법 및 이를 이용한 이동 로봇의 위치 추정 방법,10-2013-0167958,nan,고려대학교 산학협력단;,"G01S 17/06,G01S 7/48",대한민국,nan,nan,nan,다양한 실내외환경변화에 스스로 적응하는 자율주행로봇을 위한 강인하고 정밀한 위치추정기술개발,1711005789,미래창조과학부,고려대학교,대학,기타 정보기술,로봇 제어/지능화기술,기초연구,100000000,100000000,20130501,20140430
2013,PTO-2013-0025655026,특허,인간 다능성 줄기세포를 네프론 전구세포로 분화시키는 방법,10-2013-0124055,nan,한국과학기술원;,"C12N 5/071,C12N 5/02",대한민국,nan,nan,nan,질환특이적 역분화줄기세포의 개발 및 응용,1345199094,미래창조과학부,한국과학기술원,대학,생명현상 및 기능연구,발생/신경생물학,기초연구,800000000,800000000,20130601,20140531
2013,PTO-2013-0025649858,특허,인체 착용형 장비 안테나,10-2013-0113230,nan,한양대학교 산학협력단;,"H01Q 1/38,H01Q 1/46,H01Q 1/24",대한민국,nan,nan,nan,WBAN 통합 안테나 시스템 설계 및 통신환경 분석,1345198303,미래창조과학부,한양대학교,대학,기타 네트워크기술,안테나 모듈/부품,기초연구,248000000,248000000,20130501,20140430
2013,PTO-2013-0025650082,특허,가변형 광학 소자,10-2013-0102639,nan,한국전자통신연구원;,"G02B 3/14,G02B 7/04,G02B 26/00",대한민국,nan,nan,nan,고속응답 능동 마이크로렌즈 연구,1711005790,미래창조과학부,한국전자통신연구원,출연연구소,기타 정보통신 부품기술,광소자,기초연구,133000000,133000000,20130917,20140228
2013,PTO-2013-0025649639,특허,미세채널 내의 유체유동을 이용한 나노채널 가공방법,10-2013-0009935,nan,한국기계연구원;,"B29C 67/20,B81B 7/04",대한민국,nan,nan,nan,나노채널기반 고효율 물분자 이송 융합시스템 기술,1345204994,미래창조과학부,한국기계연구원(대전),출연연구소,나노모사기술,초소형 가공/조립/측정기술,기초연구,500000000,500000000,20130301,20140228
2013,PTO-2013-0025654835,특허,다공성 물질의 유체 흡입 성능 측정 장치 및 이를 이용한 다공성 물질의 유체 흡입 성능 측정 방법,10-2013-0147405,nan,울산과학기술대학교;,"G01F 1/64,G01N 15/08,G01N 13/04",대한민국,nan,nan,nan,혈액으로부터 병원균 유전자 검출 전과정이 일체화된 Lab-on-a-disc 개발,1345199896,미래창조과학부,울산과학기술대학교,대학,바이오칩 개발기술,나노/마이크로 기계시스템,기초연구,102000000,102000000,20130501,20140430
2013,PTO-2013-0025654634,특허,광학 센서 및 영상 생성 방법,10-2013-0006038,nan,연세대학교 산학협력단;,"G01N 21/01,G01N 21/55,G01N 21/03,G01N 21/64",대한민국,nan,nan,nan,나노플라스모닉스 기반의 초고분해능 광학 영상시스템 개발 및 응용,1345202376,미래창조과학부,연세대학교,대학,나노 photonics기술,광계측/제어기기,응용연구,300000000,300000000,20130501,20140430
2013,PTO-2013-0025660876,특허,폴리비닐피롤리돈의 계면흡착과 졸-겔반응을 이용한 실리카-이산화티타늄 다중 셀 중공구조 나노입자의 제조방법,10-2013-0067044,nan,서울대학교산학협력단;,"B01J 13/02,B82B 3/00",대한민국,nan,nan,nan,광산란 및 밴드갭 제어 소재 개발,1711002362,미래창조과학부,서울대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",나노화학공정기술,개발연구,310000000,310000000,20130901,20140831
2013,PTO-2013-0025654663,특허,"전자전달 매개체를 이용한 전기화학 환원 방법, 상기 전기화학 환원 방법을 이용한 금속 촉매의 제조 방법 및 상기 제조 방법에 의해 제조된 금속 촉매",10-2013-0036101,nan,서울대학교 산학협력단;,"B01J 37/16,B01J 23/44,B01J 23/75",대한민국,nan,nan,nan,칩 기반 이온트로닉스 원천 및 응용 기술 개발,1711001920,미래창조과학부,서울대학교,대학,기타 에너지기술,전기화학,기초연구,200000000,200000000,20130901,20140831
2013,PTO-2013-0025724114,특허,영상의 역변환 장치,10-2013-0016320,nan,숭실대학교산학협력단;,"H04N 19/60,H04N 19/122,H04N 19/176",대한민국,nan,nan,nan,서비스 로봇을 위한 멀티 모달 지능형 인간-로봇 상호작용 기술개발,1415128865,미래창조과학부,숭실대학교 산학협력단,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,소프트웨어,응용연구,800000000,1050000000,20130101,20131231
2013,PTO-2013-0025724591,특허,ESD 보호회로,10-2013-0023136,nan,단국대학교산학협력단;,"H01L 27/02,H01L 27/092,H01L 21/8238",대한민국,nan,nan,nan,차세대 융·복합 시스템용 아날로그IP 핵심설계기술개발,1415128784,미래창조과학부,서강대학교산학협력단,대학,집적회로기술,이동통신,기타,834000000,1365000000,20130101,20131231
2013,PTO-2013-0025655356,특허,에어컨용 증발기,10-2013-0129408,nan,경기대학교;,F25B 39/02,대한민국,nan,nan,nan,신개념의 NSEA방식을 이용한 NIT 융합형 나노 디스플레이 개발,1345203895,미래창조과학부,경기대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",디스플레이,기초연구,540000000,540000000,20130701,20140630
2013,PTO-2013-0025655200,특허,개념 구조 기반으로 재구조화된 온톨로지를 생성하는 장치 및 방법,10-2013-0135739,nan,아주대학교 산학협력단;,G06F 16/00,대한민국,nan,nan,nan,문제 분석을 위한 집단지성 기반 자가 진단 기술,1711002087,미래창조과학부,고려대학교,대학,정보검색 및 DB기술,색인/시소러스/온톨로지,기초연구,250000000,250000000,20130701,20140630
2013,PTO-2013-0025650251,특허,선택적 초합금 적층을 통한 고내마모성 열간성형 금형,10-2013-0020205,nan,조선대학교산학협력단;,"B21D 37/01,B21D 37/20,B21J 13/02,B22D 17/22,B21D 22/02",대한민국,nan,nan,nan,선택적 이종재료의 3차원 다층 적층을 통한 열간성형 및 다이케스팅 금형 수명향상 기술개발,1711005156,교육부,조선대학교,대학,기타항공기기술,금형,기초연구,50700000,50700000,20130501,20140430
2013,PTO-2013-0025650299,특허,절단된 나노구조체 제조 장치 및 방법,10-2013-0102863,nan,한양대학교 에리카산학협력단;,"B01J 19/08,B26F 3/00,B82B 3/00",대한민국,nan,nan,nan,다기능 Electrohydrodynamic (EHD) Printing 기반 전자소자 및 나노제너레이터,1345204339,교육부,한양대학교(ERICA캠퍼스),대학,기타 나노소자 및 시스템기술,달리 분류되지 않는 나노/마이크로 기계시스템,기초연구,50310000,50310000,20130601,20140531
2013,PTO-2013-0025655312,특허,회전형 액츄에이터 및 이의 제조방법,10-2013-0108335,nan,한양대학교 산학협력단;,"D06M 13/02,D06M 15/233,D02G 3/44,D06M 101/40",대한민국,nan,nan,nan,지능형 및 에너지 수확저장이 가능한 친환경 섬유 집합체,1711005907,미래창조과학부,한양대학교,대학,나노 바이오 물질 합성 및 분석기술,바이오연료,기초연구,70000000,70000000,20130701,20140630
2013,PTO-2013-0025724354,특허,"산소환원 반응 촉매 제조 방법 및 그 촉매, 이를 이용한 금속-공기 전지용 전극",10-2013-0056473,nan,울산과학기술대학교산학협력단;현대중공업;,"B01J 21/18,B01J 37/02,H01M 12/08",대한민국,nan,nan,nan,휴대전자기기용 리튬이차전지 소재 기술 연구,1415128851,미래창조과학부,울산과학기술대학교산학협력단,대학,에너지저장 이용기술,전지,기타,800000000,1310000000,20130101,20131231
2013,PTO-2013-0025652193,특허,희토류 원소계 하이엔트로피 벌크 비정질 합금,10-2013-0160454,nan,박은수;,C22C 45/00,대한민국,nan,nan,nan,방사화 환경 하에서 자가치유 특성을 갖는 나노구조 하이엔트로피 합금 개발,1711005880,미래창조과학부,서울대학교,대학,기타 나노기반 공정기술,구조재료,개발연구,150000000,150000000,20130601,20140531
2013,PTO-2013-0025653388,특허,상황해석 기반의 에너지 절감형 LED 조명제어 시스템 및 그 제어방법,10-2013-0004243,nan,공주대학교 산학협력단;,H05B 45/00,대한민국,nan,nan,nan,그린에너지기술연구소,1345200409,교육부,공주대학교,대학,에너지소재 기술,건설환경설비기술,기초연구,510000000,560000000,20130901,20140831
2013,PTO-2013-0025661443,특허,멀티채널 촉각 유도 뇌 자극,10-2013-0093697,nan,"재단법인 실감교류인체감응솔루션연구단, 한국과학기술연구원;","A61B 8/08,G01S 15/89,A61B 8/00",대한민국,nan,nan,nan,공존감 지원 실감교류 확장공간 소프트웨어 아키텍처 기술,1711004646,미래창조과학부,(재) 실감교류인체감응솔루션연구단,출연연구소,기타 정보처리시스템 및 S/W 기술,System Integration,기초연구,2350000000,2350000000,20130901,20140831
2013,PTO-2013-0025651962,특허,인공 신경망 모델을 이용한 보행자 계수 방법 및 장치,10-2013-0098020,nan,성균관대학교산학협력단;,"G06K 9/00,G06K 9/62,G06T 5/30,G06K 9/48",대한민국,nan,nan,nan,보행자 상태정보를 이용한 HMM 기반의 군중 상황인식,9991004980,교육부,성균관대학교(자연과학캠퍼스),대학,신호처리기술(영상·음성처리·인식·합성),인공지능,기초연구,61570000,61570000,20130501,20140430
2013,PTO-2013-0025494265,특허,입체영상 디스플레이 장치,10-2013-0031719,nan,(주)엔디스;,"G02B 30/00,H04N 13/30",대한민국,nan,nan,nan,3D 영상구현이 가능한 초박형 TSP 모듈개발,1415133627,산업통상자원부,크루셜텍(주),중견기업,차세대디스플레이기술,디스플레이 부품/소재,개발연구,450000000,610000000,20130501,20140430
2013,PTO-2013-0025472821,특허,엔드리스 와인더의 웜기어 브레이크 장치,10-2013-0036514,nan,(주)해성산전;,"B66D 1/14,B66D 5/02",대한민국,nan,nan,nan,육상 해상 풍력 타워 승강기 개발,1415132724,산업통상자원부,㈜해성굿쓰리,중소기업,기타 에너지기술,신재생에너지,개발연구,370000000,493400000,20130501,20140430
2013,PTO-2013-0025486019,특허,트랙킹 시스템 및 이를 이용한 트랙킹 방법,10-2013-0005807,nan,(주)고영테크놀러지;,"A61B 19/00,A61B 1/313",대한민국,nan,nan,nan,의료영상기반 이비인후과 및 신경외과 수술용 최소침습 다자유도 수술로봇 시스템 기술개발,1415129954,산업통상자원부,(주)고영테크놀러지,중소기업,기타 보건의료 관련 응용기술,수술용 치료기기,기초연구,2605000000,3473500000,20130601,20140531
2013,PTO-2013-0025651577,특허,N-말단 법칙 경로를 표적으로하는 헤테로밸런트 저해제 및 그 용도,10-2013-0119039,nan,경희대학교 산학협력단;,"C07C 233/05,A61K 31/16,A61P 25/28",대한민국,nan,nan,nan,프로테좀의 약리적 조절을 통한 노인성 치매의 예방과 치료,9991005324,미래창조과학부,경희대학교(국제캠퍼스),대학,생명현상 및 기능연구,생화학,기초연구,49999000,49999000,20130501,20140430
2013,PTO-2013-0025652562,특허,리튬 재순환형 금속산화물 전해환원 방법 및 그 장치,10-2013-0026334,nan,한국원자력연구원;,"C25C 3/02,C25C 7/00,C25C 7/02",대한민국,nan,nan,nan,사용후핵연료 전해환원 기술개발,1345200308,미래창조과학부,한국원자력연구원,출연연구소,폐기물 처리 및 활용기술,사용후핵연료 관리기술,응용연구,1930000000,1930000000,20130301,20140228
2013,PTO-2013-0025653846,특허,수산화칼슘설탕액을 이용한 올리고당 제조방법,10-2013-0105825,nan,전남대학교 산학협력단;,"C12N 1/20,C12P 19/04,C12N 1/38",대한민국,nan,nan,nan,국제거대그리드(WISDOM) 기반 글리코믹스 활용 소외된 질병과 대사증후군 질병의 표적 단백질 특이적 활성 억제 소재 개발 및 작용 기작 연구,1345205175,미래창조과학부,서울대학교,대학,바이오신약 개발기술,탄수화물공학,기초연구,103500000,103500000,20130901,20140831
2013,PTO-2013-0025726316,특허,내면에 홈이 형성된 알루미늄 튜브로 이루어진 무용접 일체형 열교환기 및 그 제조 방법,10-2013-0017498,nan,김갑수;,"B21C 37/22,B21D 53/06,B23P 15/26,F28F 9/12,F28F 9/26,F28F 1/40",대한민국,nan,nan,nan,내면 그루브형 튜브의 유압확관 접착기술을 활용한 무용접 일체형 열교환기용 증발기 개발,1425079971,중소기업청,삼원동관(주),중소기업,기타 청정생산기술,배관용 요소부품,개발연구,242000000,403400000,20130601,20140531
2013,PTO-2013-0025649831,특허,페어링된 사용자 단말기를 이용한 긴급 구조 요청 시스템,10-2013-0129182,nan,가톨릭대학교 산학협력단;,"G06Q 50/26,G06Q 50/30",대한민국,nan,nan,nan,스마트 그리드를 위한 인지 광대역 전력선 통신,1345203097,미래창조과학부,가톨릭대학교,대학,고속인터넷 네트워킹기술,유/무선 홈네트워킹 기술,응용연구,95000000,95000000,20130501,20140430
2013,PTO-2013-0025654348,특허,"서버 장치, 원격 제어 장치 및 그 장치의 정보 제공 방법",10-2013-0044475,nan,경북대학교산학협력단;,"G06K 9/00,G06K 9/62",대한민국,nan,nan,nan,다중감각추론 일반 모델 및 인지향상기술 개발,1711005874,미래창조과학부,경북대학교,대학,신호처리기술(영상·음성처리·인식·합성),정보이론,기초연구,688000000,688000000,20130701,20140630
2013,PTO-2013-0025650990,특허,다단 압축 장치,10-2013-0135191,nan,충남대학교 산학협력단;,"F25B 1/10,F25B 1/04,F25B 49/02,F25B 9/04",대한민국,nan,nan,nan,5000 마력급 대용량 터보압축기 전산 최적 설계 기술 개발,1345211567,교육부,충남대학교,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,회전축용 요소부품,개발연구,150000000,245500000,20130401,20140331
2013,PTO-2013-0025653165,특허,사물간 통신 네트워크에서 암호화 기반 기기 인증 및 세션키 생성 방법,10-2013-0091318,nan,덕성여자대학교 산학협력단;,"H04L 9/08,H04L 9/32",대한민국,nan,nan,nan,커뮤니티 그룹 통신에서 보안 및 실시간 특성을 고려한 멀티미디어 데이터 인증 시스템 설계 및 분석,1345197328,미래창조과학부,덕성여자대학교,대학,정보보안 및 암호기술,정보보호,응용연구,48847000,48847000,20130501,20140430
2013,PTO-2013-0025653024,특허,강수집중도를 진단하는 시간별 종합유효수자원지수의 계산,10-2013-0134922,nan,부경대 산학협력단;,"G16C 10/00,G01W 1/14,G01W 1/10,G06F 17/10",대한민국,nan,nan,nan,"수자원 집중도를 이용한 갈수기, 풍수기의 정량적 정의와 발생특성",1345205367,교육부,부경대학교,대학,환경관리·정보 및 시스템기술,기후시스템 관측/분석기술,기초연구,50173000,50173000,20130601,20140531
2013,PTO-2013-0025676032,특허,정규 표현식 기반의 매칭을 위한 오토마타 인코딩 장치 및 방법,10-2013-0105948,nan,연세대학교 산학협력단;,"G06F 17/22,G06F 16/00",대한민국,nan,nan,nan,고속화된 정규 표현식 검색 시스템 연구,1345168251,교육과학기술부,연세대학교,대학,기타 정보처리시스템 및 S/W 기술,컴퓨터 이론,기초연구,59520000,59520000,20120501,20130430
2013,PTO-2013-0025653215,특허,가변형 광학 소자 및 이를 포함하는 광 기록/재생 장치,10-2013-0090240,nan,한국전자통신연구원;,"G11B 7/24,G11B 7/002",대한민국,nan,nan,nan,고속응답 능동 마이크로렌즈 연구,1711005790,미래창조과학부,한국전자통신연구원,출연연구소,기타 정보통신 부품기술,광소자,기초연구,133000000,133000000,20130917,20140228
2013,PTO-2013-0025714373,특허,시설물의 비대칭 형상을 고려한 지진계측 센서 및 이를 포함하는 지진 감시 시스템,10-2013-0034377,nan,한국지질자원연구원;,"G01V 1/30,G08B 21/10",대한민국,nan,nan,nan,한반도 동부지역 잠재적 위험 지진원 평가,1711009426,미래창조과학부,한국지질자원연구원,출연연구소,기타 정보기술,지구물리학,기초연구,2980000000,2980000000,20130101,20131231
2013,PTO-2013-0025653465,특허,페로시안이 고정된 메조포러스 실리카의 제조방법,10-2013-0012897,nan,경북대학교 산학협력단;,"C01B 33/12,B01J 20/10,C02F 1/28,C02F 101/00",대한민국,nan,nan,nan,장반감기성 핵종인 세슘이온의 제거를 위한 고성능 유무기 하이브리드 흡착제 개발,1711006943,미래창조과학부,경북대학교,대학,환경친화형소재(Eco-material)개발기술,물관리,기초연구,101000000,101000000,20130501,20140430
