성과연도,성과고유번호,성과구분,성과명,전담기관 등록(기탁)번호,저널명 OR 성과명(영문) 등,저자 OR 저작자 등,IPC OR 등록기관 등,국내외구분 OR 제조사 등,초록(국문),초록(영문),키워드,유발과제명,과제고유번호,부처명,과제수행기관,연구수행주체,6T분류,과학기술표준분류
2013,PTO-2013-0025650476,특허,항염증화합물,10-2013-7030621,nan,재단법인한국파스퇴르연구소;재단법인한국파스퇴르연구소;재단법인한국파스퇴르연구소;,"A61K 31/437,C07D 487/04,A61P 11/06",대한민국,nan,nan,nan,한국파스퇴르연구소 운영사업,1345197354,미래창조과학부,재단법인한국파스퇴르연구소,기타,기타기초·기반기술,기타 생명과학
2013,PTO-2013-0025650470,특허,"HYBRID POLYMER COMPOSITE FIBER INCLUDING GRAPHENE AND CARBON NANOTUBE, AND METHOD FOR MANUFACTURING SAME",12758257.5,nan,한양대학교 산학협력단;,nan,유럽연합,nan,nan,nan,지능형 및 에너지 수확저장이 가능한 친환경 섬유 집합체,1711005907,미래창조과학부,한양대학교,대학,나노 바이오 물질 합성 및 분석기술,바이오연료
2013,PTR-2013-0025650387,특허,ABZO 투명 전도막의 제조방법,10-1314907-0000,nan,군산대학교산학협력단;,H01B 13/00,대한민국,nan,nan,nan,차세대 비실리콘계 태양전지용 투명 전도막 신소재 및 합성기술 개발,1711005916,미래창조과학부,한국과학기술연구원,출연연구소,에너지소재 기술,기타 재료
2013,PTO-2013-0025650386,특허,Quantitative analysis method for measuring target element in specimen using laser-induced plasma spectrum,14/104888,nan,광주과학기술원;,nan,미국,nan,nan,nan,나노미터 정밀도 물질분포의 실시간 측정을 위한 LIBS 기술,1711001883,미래창조과학부,광주과학기술원,대학,기타 에너지기술,측정표준/시험평가기술
2013,PTO-2013-0025655621,특허,직접탄소 연료전지용 애노드 전극 및 이를 포함하는 직접탄소 연료전지,PCT/KR2013/006630,nan,부산대학교 산학협력단;,nan,국제,nan,nan,nan,석탄 직접이용 연료전지 기초연구실,1711000341,미래창조과학부,부산대학교,대학,연료전지기술,에너지/환경기계시스템
2013,PTO-2013-0025655589,특허,푸니칼라진을 유효성분으로 포함하는 태아기형의 예방 또는 치료용 조성물,10-2013-0044952,nan,충북대학교 산학협력단;,"A61K 31/7048,A61K 31/357,A61K 36/185",대한민국,nan,nan,nan,동물의학연구소,1345201717,교육부,충북대학교,대학,유전자 변형 생물체 개발기술,실험동물
2013,PTO-2013-0025655554,특허,성숙백색지방세포에 특이적으로 결합하는 핵산 앱타머 및 이의 용도,10-2013-0140962,nan,한국생명공학연구원;,C12Q 1/68,대한민국,nan,nan,nan,세포분화에서 타이로신 탈인산화효소군의 기능규명 및 제어기술 개발,1711001203,미래창조과학부,한국생명공학연구원,출연연구소,생명현상 및 기능연구,분자세포 생물학
2013,PTO-2013-0025655547,특허,고속 무선개인통신망에서 충돌회피를 위한 다중 채널 스케쥴링 방법,10-2013-0096558,nan,목포대학교 산학협력단;,"H04W 72/12,H04W 28/04",대한민국,nan,nan,nan,정보산업연구소,9991001813,교육부,목포대학교,대학,기타 정보기술,이동통신
2013,PTO-2013-0025655454,특허,효소 고정화 지지체를 이용한 IN SITU 형성 하이드로젤의 제조방법 및 이의 생의학적 용도,PCT/KR2013/008202,nan,아주대학교 산학협력단;,nan,국제,nan,nan,nan,분자과학기술연구센터,1345201924,교육부,아주대학교,대학,나노 바이오 물질 합성 및 분석기술,무기화학
2013,PTO-2013-0025655391,특허,siRNA 전달을 위한 히알루론산-콜레스테롤 나노파티클 및 이를 포함하는 조성물,10-2013-0107541,nan,한국과학기술연구원;,"A61K 47/50,B82Y 5/00",대한민국,nan,nan,nan,PET용 프로브 발굴 원천 기술 개발 및 전임상 스크리닝,1711004126,미래창조과학부,경북대학교,대학,생명현상 및 기능연구,의약품/의약품개발
2013,PTR-2013-0025739061,특허,모바일 폰 보호 케이스 및 그것과 연동되는 모바일 폰,10-1246726-0000,nan,㈜솔미테크;,"A61B 5/00,A45C 11/00,H04M 1/725",대한민국,nan,nan,nan,고령자 건강 및 질환 관리 시스템,1415128862,미래창조과학부,가천대학교 산학협력단,대학,기타 정보기술,정보이론
2013,PTR-2013-0025704272,특허,발광다이오드 패키지 및 그 제조방법,10-1315939-0000,nan,부경대학교 산학협력단;,"H01L 33/48,H01L 33/62",대한민국,nan,nan,nan,기술경영(MOT) 학위과정 지원사업,1415134318,산업통상자원부,부경대학교,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,기술경영
2013,PTR-2013-0025704267,특허,회절격자를 이용한 조명광학시스템,10-1319439-0000,nan,부경대학교 산학협력단;,"F21V 5/04,F21S 8/08,F21W 131/103",대한민국,nan,nan,nan,기술경영(MOT) 학위과정 지원사업,1415134318,산업통상자원부,부경대학교,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,기술경영
2013,PTO-2013-0025725911,특허,누수 및 결로로 인한 통신장애 및 기계적 오류를 보완한 직접 디지털 제어기기 및 건물용 시스템,10-2013-0066809,nan,주식회사신영정보기술;,"H02B 1/28,H02B 1/56,H02B 15/00,H05K 7/20,G01W 1/11",대한민국,nan,nan,nan,자외선 검출방식 불꽃감지기 개발 및 화재감시 시스템 통합을 위한 건물자동화 시스템 네트워크 기술 개선,1425081980,중소기업청,(주)신영정보기술,중소기업,기타 정보기술,System Integration
2013,PTO-2013-0025725898,특허,무전극 램프용 터널등기구 본체 및 이를 이용한 무전극 램프용 터널등기구,10-2013-0019582,nan,(주)이텍;,"F21V 15/01,F21V 17/10,F21V 17/12,F21V 23/02,F21V 31/00,F21W 131/101",대한민국,nan,nan,nan,열특성을 개선한 방수형 무전극램프 전용 터널등기구 제품 개발,1425080140,중소기업청,(주)이텍,중소기업,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,달리 분류되지 않는 광응용기기
2013,PTR-2013-0025737698,특허,알루미늄 합금 압출재의 제조방법,10-1278262-0000,nan,주식회사대영금속;,"B21C 23/00,C22F 1/04,B22D 21/04,B21C 29/00",대한민국,nan,nan,nan,무균질화 공정을 이용한 알루미늄 공압 실린더 튜브 제조 기술 개발,1425070602,중소기업청,(주)대영금속,중소기업,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,금속재료
2013,PTR-2013-0025737693,특허,조명을 이용한 팬 너트 내주면 비전 검사 장치 및 그의 검사 방법,10-1327277-0000,nan,주식회사서울금속;,"G01N 21/954,G01B 11/25,G01B 11/16,G06T 7/00,G01N 21/88",대한민국,nan,nan,nan,자동차 에어컨용 기능성 정밀부품 친환경 검사시스템 개발,1425070776,중소기업청,주식회사서울금속,중소기업,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,로봇/자동화기계
2013,PTO-2013-0025725852,특허,친환경 폴리우레탄 바닥재 제조방법,10-2013-0119006,nan,광진산업(주);,"B29B 7/24,B29B 7/12,B29B 7/28,B29D 7/00,B29K 75/00",대한민국,nan,nan,nan,친환경 탄성 폴리우레탄 바닥재의 제조현장 녹색화를 위한 자동화 공정 Process 개발,1425076097,중소기업청,광진산업(주),중소기업,기타 환경기반기술,공정설비기술
2013,PTR-2013-0025738071,특허,환형 소재의 디버링장치,10-1220167-0000,nan,(주)나래에프에이씨;,"B23C 3/12,B23Q 3/06,B24B 9/04,B23Q 17/20",대한민국,nan,nan,nan,반도체 공정용 치구 자동 연마장비 개발,1425073683,중소기업청,(주)나래에프에이씨,중소기업,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,연삭/연마 가공기계
2013,PTR-2013-0025738057,특허,전기 자동차(xEV)의 전력변환장치용 복합형 충전 시스템,10-1295317-0000,nan,주식회사오토산업;,"B60L 11/18,H02M 1/00",대한민국,nan,nan,nan,xEV 전력변환장치 복합형 고효율 충전모듈 개발,1425073549,중소기업청,자동차부품연구원,기타,기타 에너지기술,전기/전자장치
2013,PTR-2013-0025738055,특허,클라이언트 프로그램 기반 스마트폰 악성 어플 탐지 시스템 및 방법,10-1284013-0000,nan,(주)이지서티;,"G06F 21/00,G06F 9/44",대한민국,nan,nan,nan,데이터마스킹처리 DB보안 어플라이언스 시스템 개발,1425051339,중소기업청,(주)피앤피시큐어,중소기업,정보보안 및 암호기술,정보
2013,PTR-2013-0025738053,특허,리튬이온 군수용 충전지,10-1340312-0000,nan,재단법인국방기술품질원;,"H01M 50/528,H01M 2/34,H01M 2/10,H01M 50/20,H01M 10/0525",대한민국,nan,nan,nan,Militarty portable device용 고용량/장수명 전원시스템 및 Charger 개발,1425051357,중소기업청,(주)벡셀,중소기업,기타 에너지기술,에너지·자원
2013,PTO-2013-0025725922,특허,페인트 분사장치,10-2013-0014010,nan,(주)케이에스티;,"B05B 9/00,B05B 9/08",대한민국,nan,nan,nan,"결빙방지 실린더, 하부냉각슬리브가 부착된 Airless도장펌프 및Dust방지용 Auto Painting Gun개발",1425082369,중소기업청,(주)케이에스티,중소기업,에너지소재 기술,유체기계
2013,PTO-2013-0025650531,특허,공통 모드 전압 기반의 캐패시터 전하 공유 기법을 이용한 아날로그-디지털 변환기,10-2013-0077603,nan,고려대학교 산학협력단;,H03M 1/12,대한민국,nan,nan,nan,그린 스마트패치 및 응용 소프트웨어 연구,1711000127,미래창조과학부,고려대학교,대학,집적회로기술,소프트웨어
2013,PTO-2013-0025725622,특허,알카리 가수분해에 의한 동물사체 처리 방법 및 장치,10-2013-0034828,nan,주식회사에스티아이;,"B09B 3/00,C05F 1/00,F23G 1/00,B01F 7/02,B01F 11/02,B08B 3/02,C02F 1/66,F26B 9/08",대한민국,nan,nan,nan,폐기 축산물의 친환경적 처리를 위한 유해물 배출 zero 수분 해장 시스템 기술 개발,1425072466,중소기업청,한국과학기술정보연구원,출연연구소,폐기물 처리 및 활용기술,유해폐기물 처리/처분기술
2013,PTO-2013-0025409583,특허,마이크로 드릴비트 세척장치의 드릴비트 클램핑유닛,10-2013-0069695,nan,(주)인스턴;,"B23Q 11/02,B23Q 11/00,B08B 3/00,B23Q 5/34",대한민국,nan,nan,nan,PCB기판 미세홀 가공용 BIT RING SETTING AUTO BALANCING 장비 개발,1415131009,산업통상자원부,(주)인스턴,중소기업,기타 정보통신 부품기술,절삭 가공기계
2013,PTO-2013-0025488132,특허,운용효율을 개선한 수경재배기,10-2013-0030059,nan,㈜태종;,A01G 31/06,대한민국,nan,nan,nan,고기능성 작물생장용 신광원을 이용한 한국형 자동화 식물공장 시스템 개발,1415132955,산업통상자원부,(주)태종,중소기업,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,달리 분류되지 않는 광응용기기
2013,PTO-2013-0025494216,특허,전력용 센스 모스펫 제조 방법,10-2013-0033804,nan,메이플세미컨덕터㈜;,"H01L 21/336,H01L 29/78",대한민국,nan,nan,nan,가전기기 전원용 과전류 감지 MOS가 내장된 고전압 파워소자 및 스마트 전원 모듈 개발,1415133609,산업통상자원부,메이플세미컨덕터(주),중소기업,집적회로기술,반도체소자/시스템
2013,PTO-2013-0025472442,특허,다분기 파이프 일체 사출 방법 및 이를 이용한 플라스틱 파워트레인 배관라인,10-2013-0031757,nan,한일튜브㈜;,"B29C 45/17,B29C 45/27,B29C 45/77,B29D 23/00,F16L 41/00",대한민국,nan,nan,nan,워터 인젝션 기술(WIT)을 이용한 디젤 엔진용 플라스틱 일체형 냉각시스템 개발,1415132664,산업통상자원부,한일튜브㈜,중견기업,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,자동차/철도차량
2013,PTO-2013-0025472806,특허,이종접합 커버유리 및 그 제조방법과 이를 구비한 태양광 모듈,10-2013-0039660,nan,한국생산기술연구원;,"H01L 31/048,H01L 31/049,B32B 17/10,B32B 7/12,C09J 123/08",대한민국,nan,nan,nan,이종접합 커버 유리를 사용한 지붕형 태양광 발전시스템용 경량 태양광 모듈 개발,1415132710,산업통상자원부,에스디엔㈜,중소기업,기타 에너지기술,태양광
2013,PTO-2013-0025486322,특허,리튬폴리머 배터리용 충전기,10-2013-0033964,nan,(주)파워엔지니어링;,"H02J 7/00,H01M 10/0525",대한민국,nan,nan,nan,해양자원기반 소용량 에너지 관리 기술 개발,1711006607,미래창조과학부,파워엔지니어링,중소기업,미활용 에너지 이용기술,달리 분류되지 않는 신재생에너지
2013,PTR-2013-0025485690,특허,폴리유산/폴리카보네이트 수지 조성물,10-1225948-0000,nan,제일모직(주);,"C08L 69/00,C08L 67/04,C08K 5/00,C08L 33/06",대한민국,nan,nan,nan,Stereo-complex PLA 생산기술 개발,1415129717,산업통상자원부,제일모직(주) 안양공장,대기업,기타기초·기반기술,고분자화학
2013,PTO-2013-0025489358,특허,자성나노입자-SAMiRNA 복합체 및 그 제조방법,10-2013-0005335,nan,(주)바이오니아;,"A61K 9/16,A61K 47/48,A61K 31/7105,A61K 31/7088",대한민국,nan,nan,nan,표적지향성 전달체를 이용한 siRNA 암 유전자치료제 개발,1415129845,산업통상자원부,(주)바이오니아,중소기업,유전자 치료기술,유전자의약품
2013,PTO-2013-0025434764,특허,초전도 선재 및 초전도 선재 형성방법,10-2013-0005391,nan,(주)서남;,H01B 12/00,대한민국,nan,nan,nan,자속고정점(flux-pinning) 페로브스카이트형 초미세/다성분 금속산화물 나노구조체 제조,1415131734,다부처,(주)서남,중소기업,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",세라믹재료
2013,PTO-2013-0025413924,특허,자동 디릴러 시스템 및 그 방법,10-2013-0010380,nan,(주)제이미크론;,"B23K 31/02,B23K 37/02,B23K 37/047",대한민국,nan,nan,nan,LED LEAD/FRAME 부분도금 장치개발(Caterpillar-CMT),1415110172,지식경제부,㈜제이미크론,중소기업,기타 에너지기술,광응용기기
2013,PTO-2013-0025726062,특허,"아크 플래시 감지를 통해 차단 기능을 가지는 고압배전반, 저압배전반, 전동기제어반 및 분전반",10-2013-0065881,nan,주식회사다인산전;,"H02B 13/025,H02B 1/24,G01R 31/12,H02H 7/22,G01R 31/50",대한민국,nan,nan,nan,수배전반 아크플래시 지능형 차단제어 시스템 개발,1425069844,중소기업청,한국전기안전공사전기안전연구원,대기업,기타 정보기술,중전기기
2013,PTR-2013-0025738051,특허,평판디스플레이 제조장치 및 평판디스플레이 제조방법,10-1243293-0000,nan,(주)엔디스;,"G02F 1/1333,G02F 1/1333",대한민국,nan,nan,nan,휴대폰 외부창 용 초저 소비전력 플라스틱 LCD 개발,1425045904,중소기업청,(주)엔디스,중소기업,차세대디스플레이기술,전기·전자
2013,PTO-2013-0025650538,특허,미공개,10-2013-0051180,nan,한국과학기술원;,(정보없음),대한민국,nan,nan,nan,스핀트로닉 나노 라디오 구현,1711005793,미래창조과학부,한국과학기술원,대학,집적회로기술,반도체소자/시스템
2013,PTR-2013-0025655740,특허,Method of treating cancer with antibodies against long-form leukotriene B4 receptor BLT2,8518889,nan,Korea University Research amp; Business Foundation;,nan,미국,nan,nan,nan,Leukotriene B4 수용체-싸이토카인 신호계 규명을 통한 기도 염증 기전 연구,1711000774,미래창조과학부,고려대학교,대학,생명현상 및 기능연구,신호전달
2013,PTO-2013-0025717507,특허,찹쌀수추출물을 함유하는 장(腸)보호를 위한 항(抗)염증 조성물,10-2013-0008148,nan,다산엠앤에프㈜;,"A61K 36/899,A61P 29/00,A61P 1/00",대한민국,nan,nan,nan,쌀을 이용한 위장관(胃腸管) 보호 기능성식품 개발,1545002887,농림수산식품부,다산엠앤에프(주),중소기업,농업·해양 생물자원의 보존 및 이용기술,식품가공학
2013,PTO-2013-0025717652,특허,원형유지 오디를 포함하는 오디푸딩의 제조방법 및 이에 의해 제조된 오디푸딩,10-2013-0025687,nan,한국식품연구원;,"A23L 9/10,A23L 33/105,A23B 7/08,A23L 29/20",대한민국,nan,nan,nan,오디 수확 후 관리기술 및 고부가가치 가공제품 개발,1545006399,농림축산식품부,한국식품연구원,출연연구소,식품생명공학기술,식품과학
2013,PTR-2013-0025717628,특허,밀에 균주로서 아스퍼질러스 오리제를 접종하여 누룩 및 상기 누룩을 이용한 발효주의 제조방법,10-1297707-0000,nan,한국식품연구원;,"C12N 1/14,C12R 1/69,C12G 3/021",대한민국,nan,nan,nan,민속주 품질향상을 위한 전용누룩 제조 및 고품질 민속주 개발,1545001163,농림수산식품부,한국식품연구원,출연연구소,기타 농업·해양·환경 응용기술,식품과학
2013,PTO-2013-0025717522,특허,"들깨싹 추출물, 유채싹 추출물, 또는 이들의 혼합물을 포함하는 기능성 식품 조성물 및 이의 제조방법",10-2013-0084523,nan,애경산업(주)중앙연구소;,"A23L 33/10,A23P 10/20,A23L 19/00",대한민국,nan,nan,nan,면역 강화 및 조혈 증진 효능을 가지는 항암 치료 후 부작용 개선 식품 개발,1545006320,농림축산식품부,애경산업주식회사,중견기업,식품생명공학기술,기능성식품
2013,PTR-2013-0025717492,특허,간 기능 보호 및 개선용 미나리발효액 및 그 제조방법,10-1245191-0000,nan,계명대학교산학협력단;,"A23L 2/02,A23L 2/38,A23L 33/10",대한민국,nan,nan,nan,염증 및 알러지 개선용 기능성 제품 개발,1545002021,농림수산식품부,계명대학교,대학,기타기초·기반기술,식품과학
2013,PTO-2013-0025651080,특허,시간-디지털 변환기,10-2013-0068488,nan,연세대학교 산학협력단;,"H03K 5/13,H03L 7/00,H03M 1/10",대한민국,nan,nan,nan,컴퓨터 보조 수술(Computer Assist Surgery)을 위한 초정밀 공간 위치추적 송수신기 연구,9991002597,교육부,연세대학교,대학,기타 정보기술,SoC
2013,PTR-2013-0025651060,특허,식물공장 시스템,10-1261965-0000,nan,공주대학교 산학협력단;,"A01G 31/02,A01G 31/00",대한민국,nan,nan,nan,전기로 산화슬래그 골재를 활용한 콘크리트의 구조부재 적용성 평가 및 설계법 개발,9991000953,교육부,공주대학교,대학,폐기물 처리 및 활용기술,건축
2013,PTR-2013-0025651052,특허,Method for designing concentric axis double hot gas duct for very high temperature reactor,ZL200980121718.3,nan,한국원자력연구원;,nan,중국,nan,nan,nan,초고온가스로요소기술개발,1345200371,미래창조과학부,한국원자력연구원,출연연구소,수소생산 이용기술,달리 분류되지 않는 원자력
2013,PTO-2013-0025651110,특허,미공개,10-2013-0011163,nan,서울대학교산학협력단; 그래핀스퀘어 주식회사;,"A61L 27/56,C12N 5/0735,C12N 5/074",대한민국,nan,nan,nan,뇌종양 표적치료를 위한 금나노입자 기반 복합치료 (anti-마이크로RNA  동위원소) 영상기술개발,1345209967,교육부,서울대학교(연건캠퍼스),대학,의약 약물전달 시스템,의약품/의약품개발
2013,PTR-2013-0025723313,특허,SDL-PCR을 이용한 유전자 분석방법,10-1322880-0000,nan,한국과학기술원;,"C12Q 1/68,C12N 15/11,C12N 15/10",대한민국,nan,nan,nan,쌀 가공품의 품종식별을 위한 SNP DNA 칩 기술 개발,1545003931,농림수산식품부,한국과학기술원,대학,바이오칩 개발기술,융합바이오
2013,PTR-2013-0025723557,특허,세포질 웅성 불임성을 가지는 NWB―CMS 양채류 식물체 및 이의 용도,10-1319265-0000,nan,주식회사농우바이오;,"A01H 1/06,C12N 15/82",대한민국,nan,nan,nan,세포융합기술을 이용한 육종소재의 개발,1545006301,농림축산식품부,(주)농우바이오,중견기업,기타기초·기반기술,식량작물과학
2013,PTR-2013-0025723565,특허,비닐하우스 프레임장치,10-1298946-0000,nan,화신농건;,A01G 9/16,대한민국,nan,nan,nan,사업단 운영 및 관리,1545006062,농림축산식품부,상명대학교산학협력단,대학,기타 농업·해양·환경 응용기술,농림수산식품 경영/정보 등
2013,PTR-2013-0025703160,특허,스네일―p53 간의 결합을 저해하는 화합물 및 이를 유효성분으로 함유하는 암질환 치료제,10-1239837-0000,nan,"부산대학교산학협력단,충남대학교산학협력단;","A61K 48/00,C07C 317/32,C07C 317/24,A61K 31/10",대한민국,nan,nan,nan,p53 peptide를 이용한 K-Ras 변이세포 특이적 항암제 전달법 개발,1355061980,보건복지가족부,부산대학교 산학협력단,대학,기능성 바이오소재 기반기술,의생명과학
2013,PTR-2013-0025703155,특허,"신규한 이미다졸피라진 유도체 화합물 또는 이의 약학적으로 허용가능한 염, 이의 제조방법 및 이를 유효성분으로 함유하는 항바이러스 치료용 약학적 조성물",10-1233082-0000,nan,주식회사이큐스앤자루;,"C07D 487/04,C07D 401/04,C07D 403/04,C07D 403/10,C07D 405/04,C07D 409/04,A61K 31/4985",대한민국,nan,nan,nan,조류인플루엔자바이러스 병원성기전·타겟구조 기반 항바이러스 신약후보개발,1355059448,보건복지가족부,연세대학교,대학,바이오신약 개발기술,보건·의료
2013,PTR-2013-0025714746,특허,다공성 생체세라믹 입자의 제조방법 및 이에 의해 제조된 다공성 입자,10-1278099-0000,nan,고려대학교산학협력단;,"A61L 27/10,A61L 27/26,A61L 27/56",대한민국,nan,nan,nan,골형성 단백질 탑재 기술 향상을 위한 융합 소재 개발,1465012712,보건복지부,고려대학교 산학협력단,대학,생체조직 재생기술,생체재료
2013,PTR-2013-0025723447,특허,감 품종 판별용 프라이머 세트,10-1271822-0000,nan,경상북도(농업기술원);,"C12N 15/11,C12Q 1/68",대한민국,nan,nan,nan,고품질 곶감 생산을 위한 친환경 천연 소재의 개발 및 산업화,1545005248,농림수산식품부,호서대학교 산학협력단,대학,동식물 병해충 제어기술,식품과학
2013,PTR-2013-0025723623,특허,펙티나아제를 이용한 인삼 또는 홍삼의 파낙사디올 사포닌 대사체 강화 분획물 제조방법,10-1341755-0000,nan,한국식품연구원;,"A61K 36/258,A61K 31/704,A61K 39/00",대한민국,nan,nan,nan,인삼의 유효성분 조절 기술을 활용한 항피로 에너지/스포츠 소재개발,1545007307,농림축산식품부,한국식품연구원,출연연구소,식품생명공학기술,식품과학
2013,PTR-2013-0025723617,특허,알코올성 간손상 내지 알코올성 지방간 예방 및 숙취해소 효과를 갖는 조성물,10-1303541-0000,nan,세명대학교산학협력단;,"A61K 36/258,A23L 33/105,A61P 1/16",대한민국,nan,nan,nan,인삼 화뢰를 이용한 기능성식품 및 화장품 신소재 및 제품 개발,1545004110,농림수산식품부,세명대학교 산학협력단,대학,기능성 바이오소재 기반기술,농화학
2013,PTR-2013-0025723595,특허,단호박에서 추출한 식이섬유를 포함하는 저지방 계육 소시지의 제조방법,10-1275734-0000,nan,건국대학교산학엽력단;,"A23L 13/50,A23L 33/21,A23L 5/10",대한민국,nan,nan,nan,사업단 운영 및 성과 관리,1545006095,농림축산식품부,건국대학교 산학협력단,대학,기타 농업·해양·환경 응용기술,축산물 위생/품질관리
2013,PTO-2013-0025723579,특허,오이의 품종을 식별하기 위한 다형성 마커,10-2013-0069673,nan,동국대학교산학협력단;,"C12Q 1/68,C12N 15/11",대한민국,nan,nan,nan,내병성 분자마커 개발 및 품종 육성,1545006290,농림축산식품부,(주)동부팜한농,대기업,기타기초·기반기술,원예작물과학
2013,PTO-2013-0025723574,특허,오메가-3을 첨가한 저지방 닭가슴살 치킨너겟의 제조방법,10-2013-0075915,nan,(주)마니커에프앤지;,"A23L 13/50,A23L 13/70,A23L 27/20,A23L 5/10,A23P 20/10",대한민국,nan,nan,nan,사업단 운영 및 성과 관리,1545006095,농림축산식품부,건국대학교 산학협력단,대학,기타 농업·해양·환경 응용기술,축산물 위생/품질관리
2013,PTO-2013-0025651029,특허,미공개,10-2013-0048702,nan,경희대학교 산학협력단;,G06F 17/40,대한민국,nan,nan,nan,유비쿼터스 소형 디바이스를 위한 맞춤형/경량 DB 엔진 기술 개발,1345203661,미래창조과학부,한국과학기술원,대학,정보검색 및 DB기술,소프트웨어
2013,PTR-2013-0025651004,특허,초발수 표면 구조체의 설계방법,10-1336819-0000,nan,부산대학교 산학협력단;,"B82B 3/00,B81B 1/00,B81C 1/00,B01J 2/30,B82Y 40/00",대한민국,nan,nan,nan,초발수 표면의 젖음 특성에 대한 전산모사 및 이론 연구,1711004909,교육부,부산대학교,대학,기타 나노소자 및 시스템기술,열역학/통계열역학
2013,PTO-2013-0025651002,특허,철 촉매를 이용한 탄소나노섬유의 합성방법 및 그 방법에 의해 합성된 탄소나노섬유,10-2013-0038485,nan,계명대학교 산학협력단;,"D06M 10/06,D06M 11/83,D06M 11/58,D06M 101/40",대한민국,nan,nan,nan,전이금속 촉매를 기반으로 한 탄소나노섬유의 합성 및 전극재료로의 응용,1345211474,교육부,한국이엔에쓰(주),중소기업,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",나노화학
2013,PTO-2013-0025650960,특허,미공개,10-2013-0044522,nan,인제대학교 산학협력단;,"C25D 5/04,C23C 16/00,C25D 21/12,B82B 1/00",대한민국,nan,nan,nan,저온 일정 용액 주입 공정법을 이용한 그래핀 투명 전극 기반 유연 하이브리드 다차원 나노결정 태양전지 특성 연구,9991005396,교육부,인제대학교,대학,기타 나노소재기술,에너지소재기술
2013,PTO-2013-0025655760,특허,저항열을 이용한 방사선 치료용 콜리메이터,10-2013-0092936,nan,가톨릭대학교 산학협력단;,A61N 5/10,대한민국,nan,nan,nan,차세대 의학물리 핵심기술 개발센터,1345198750,미래창조과학부,가톨릭대학교(성의교정),대학,의과학·의공학 기술,방사선기술
2013,PTO-2013-0025655730,특허,데이터베이스 구축 방법 및 시스템,10-2013-0057092,nan,한국항공우주연구원;,"G06F 17/30,B64G 3/00",대한민국,nan,nan,nan,다목적실용위성3A호시스템종합개발사업,1345202425,미래창조과학부,한국항공우주연구원,출연연구소,위성설계 및 개발기술,인공위성체/탑재체 시스템
2013,PTO-2013-0025655660,특허,미공개,10-2013-0137234,nan,이화여자대학교산학협력단;,"H01L 51/42,H01L 51/48",대한민국,nan,nan,nan,광증폭 태양전지 기술개발,1711005932,미래창조과학부,이화여자대학교,대학,에너지소재 기술,신재생에너지
2013,PTO-2013-0025655651,특허,"모니터 일체형 포터블 스캐닝 프로브, 및 이를 이용한 광 간섭성 단층 촬영장치",PCT/KR2013/008050,nan,경북대학교 산학협력단;,nan,국제,nan,nan,nan,EDFA 파장가변레이저기반 광섬유 인터로게이터의 개발,1345211657,교육부,경북대학교,대학,기타 정보기술,물리량 시험/분석 계측기
2013,PTO-2013-0025650838,특허,URIDINE-BASED GADOLINIUM COMPLEX AND MRI CONTRAST AGENT INCLUDING THE SAME,14/004831,nan,고려대학교 산학협력단;,nan,미국,nan,nan,nan,발광센서재료연구단,1345203152,미래창조과학부,고려대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",유기화학
2013,PTO-2013-0025650833,특허,세포 내 병원성 세균 감염증 예방 또는 치료용 조성물,10-2013-0020258,nan,전남대학교 산학협력단;,"A61K 48/00,C12N 15/11",대한민국,nan,nan,nan,핵수용체에 의한 대사조절 네트워크 연구,1345199316,미래창조과학부,전남대학교,대학,난치성 질환 치료기술,분자세포 생물학
2013,PTO-2013-0025650684,특허,병소의 체적 및 위치 검증용 팬텀,10-2013-0005754,nan,인제대학교 산학협력단;,"A61B 6/03,A61B 5/055,A61B 19/00",대한민국,nan,nan,nan,다중영상기술을 이용한 방사선수술분야 임상적용 최적치료모델 개발,1345200691,미래창조과학부,인제대학교,대학,기타 보건의료 관련 응용기술,의료기기안전관리
2013,PTO-2013-0025650565,특허,미공개,10-2013-0077539,nan,광주과학기술원;,"B82B 1/00,G01N 33/533",대한민국,nan,nan,nan,바이오-나노프로브와 선별여과법에 기반한 식중독 미생물의 초고감도 현장 측정기술 개발,1711002287,미래창조과학부,광주과학기술원,대학,바이오칩 개발기술,융합바이오
