성과연도,성과고유번호,성과구분,성과명,전담기관 등록(기탁)번호,저널명 OR 성과명(영문) 등,저자 OR 저작자 등,IPC OR 등록기관 등,국내외구분 OR 제조사 등,초록(국문),초록(영문),키워드,유발과제명,과제고유번호,부처명,과제수행기관,연구수행주체,6T분류,과학기술표준분류
2013,PTR-2013-0025655753,특허,나노 템플릿 및 그 제조 방법,10-1234222-0000,nan,국민대학교 산학협력단;,"C25D 11/04,B82B 3/00",대한민국,nan,nan,nan,테라비트급 유연성 정보저장소자 개발,1345202506,미래창조과학부,포항공과대학교,대학,집적회로기술,반도체소자/시스템
2013,PTR-2013-0025650643,특허,식물공장 시스템,10-1272532-0000,nan,공주대학교 산학협력단;,"A01G 9/20,A01G 7/04,E04B 2/88,E04H 5/08,E04B 1/00",대한민국,nan,nan,nan,그린에너지기술연구소,1345200409,교육부,공주대학교,대학,에너지소재 기술,건설환경설비기술
2013,PTO-2013-0025655644,특허,안토시아닌 및 GABAB 수용체 작용제를 유효성분으로 포함하는 신경질환 치료제,10-2013-0082429,nan,경상대학교산학협력단;,"A61K 31/7048,A61K 31/195,A61K 31/22,A61P 25/00",대한민국,nan,nan,nan,"치매(뇌기능항진 조절) 치료 천연신물질 소재개발, 나노담체 적합형 약물 기술개발",1345201064,미래창조과학부,경상대학교,대학,기타 보건의료 관련 응용기술,시스템통합조절 신경생물
2013,PTR-2013-0025650660,특허,포화흡수체와 비선형 편광 회전 현상을 통해 모드 동기가 되는 10 MHz 이하의 반복률을 갖는 광섬유 레이저 공진기,10-1340387-0000,nan,한국과학기술원;,"H01S 3/067,G02B 27/14,H01S 5/50,H01S 3/10",대한민국,nan,nan,nan,펨토초 레이저 기반 초정밀 광자기술,1711001025,미래창조과학부,한국과학기술원,대학,나노 측정기술(100 nm이하),측정표준/시험평가기술
2013,PTO-2013-0025650752,특허,육불화황 처리 시스템,10-2013-0060565,nan,한국원자력연구원;,"B01D 53/32,B01D 53/68,C01B 7/19,C01B 17/02",대한민국,nan,nan,nan,방사선융합 중전기기의 SF6 가스 처리기술 개발,1711004984,미래창조과학부,한국원자력연구원,출연연구소,대기오염물질 저감 및 제거기술,방사선기술
2013,PTR-2013-0025650926,특허,식물공장 시스템,10-1293944-0000,nan,공주대학교 산학협력단;,"A01G 7/04,A01G 9/20",대한민국,nan,nan,nan,그린에너지기술연구소,1345200409,교육부,공주대학교,대학,에너지소재 기술,건설환경설비기술
2013,PTR-2013-0025650916,특허,독립 나노 구조체의 3차원 구조에 대한 AFM 정밀 측정 방법,10-1347557-0000,nan,한국과학기술원;,"B82B 3/00,G01Q 60/24,B82Y 35/00",대한민국,nan,nan,nan,고상화 생분자를 위한 초저온 원자현미경 개발,1711002449,미래창조과학부,한국과학기술원,대학,기타기초·기반기술,바이오이미징
2013,PTO-2013-0025650901,특허,무전해 도금법을 이용한 금박막 제조방법,10-2013-0100496,nan,"숭실대학교산학협력단, 서울대학교산학협력단;",C23C 18/31,대한민국,nan,nan,nan,표면 증강 라만 산란 메커니즘 연구 및 분석 기술 개발,1345203391,미래창조과학부,숭실대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",표면/계면화학
2013,PTO-2013-0025650813,특허,유전자가 접합된 마이크로비드 및 겔 매트릭스를 이용한 무세포 단백질 발현 및 동소 고정화 방법,10-2013-0011153,nan,충남대학교산학협력단;,"C07K 1/04,C40B 40/10,C40B 50/16",대한민국,nan,nan,nan,고부가가치 당화합물 발굴 및 생산을 위한 생물전환공정의 나노-바이오 융합기술개발,1711005188,미래창조과학부,서울대학교,대학,생물공정 기술,생물공학
2013,PTO-2013-0025650775,특허,양자링 구조를 가진 태양전지 및 이의 제조방법,10-2013-0130530,nan,광운대학교 산학협력단;,"H01L 31/0352,H01L 31/18,H01L 31/0304,H01L 31/06",대한민국,nan,nan,nan,홀로-디지로그 휴먼미디어 연구센터,1711005853,미래창조과학부,광운대학교,대학,차세대디스플레이기술,3차원 영상기기
2013,PTO-2013-0025650754,특허,HYBRID NANOSTRUCTURE INCLUDING GOLD NANOPARTICLES AND PHOTOELECTRODE FOR SOLAR CELL HAVING THE SAME,13/905964,nan,EWHA UNIVERSITY INDUSTRY COLLABORATION FOUNDATION;,nan,미국,nan,nan,nan,유도 자기조립에 의하여 제조한 계층적 이산화티타늄 구조체의 메조기공구조제어?복합화를 통한 광전변환소재 개발,1711000443,미래창조과학부,이화여자대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",신재생에너지
2013,PTO-2013-0025650934,특허,"TAILOR WELDED BLANK, MANUFACTURING METHOD THEREOF, AND HOT STAMPED COMPONENT USING TAILOR WELDED BLA",1120130283912,nan,현대하이스코 주식회사 부산대학교 산학협력단;,nan,브라질,nan,nan,nan,설계기반 미래성형 기술개발,1711001723,미래창조과학부,부산대학교,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,판재성형기술
2013,PTO-2013-0025650878,특허,방사선을 이용한 마이크로어레이 칩 제조방법,10-2013-0167257,nan,한국원자력연구원;,"G01N 33/48,G01N 35/00",대한민국,nan,nan,nan,방사선 이용 외부자극 응답성 소재 제조기술 개발,1345198820,미래창조과학부,한국원자력연구원,출연연구소,계면 혹은 표면의 나노구조화기술,방사선 공업/환경 이용기술
2013,PTO-2013-0025650877,특허,망막의 ON/OFF 이극세포 선택적 유전자 발현 방법,10-2013-0091597,nan,한국과학기술연구원;,"C12N 15/85,C12N 5/079,A61K 35/30",대한민국,nan,nan,nan,광유전자 기법을 이용한 시각 기능 복원 망막보철 기술 개발,1345202063,미래창조과학부,한국과학기술연구원,출연연구소,유전자 치료기술,신체기능 복원기기
2013,PTO-2013-0025650740,특허,비휘발성 버퍼 캐시와 비휘발성 스토리지를 위한 통합 데이터 관리 장치 및 방법,10-2013-0074464,nan,이화여자대학교 산학협력단;,"G06F 12/02,G06F 12/06,G06F 12/08,G06F 13/00",대한민국,nan,nan,nan,프로그램 특성 분석에 기반한 스마트 디바이스용 임베디드 운영체제 설계,1711001761,미래창조과학부,이화여자대학교,대학,멀티미디어 단말기 및 운영체계기술,소프트웨어
2013,PTR-2013-0025738049,특허,밸브 가속형 디스펜싱 펌프,10-1306997-0000,nan,주식회사프로텍;,"F04B 15/02,H01L 21/02,F16K 31/524,F16K 21/16",대한민국,nan,nan,nan,로봇 Manipulation 동력 전달용 클램핑 시스템,1425043052,중소기업청,(주)프로텍,중소기업,기타 정보기술,기계
2013,PTR-2013-0025738507,특허,인터넷 전화기,10-1220033-0000,nan,충북보건과학대학교산학협력단;,H04M 1/253,대한민국,nan,nan,nan,정보입력 기능을 가지는 마우스패드 개발,1425069691,중소기업청,지앤아이(주),중소기업,기타 정보처리시스템 및 S/W 기술,U-컴퓨팅
2013,PTR-2013-0025738506,특허,레이저 공진기 결합형 핸드피스 장치,10-1338241-0000,nan,주식회사비앤비시스템;,"A61B 18/22,A61C 1/00,A61B 18/20",대한민국,nan,nan,nan,미래형 치과레이저 수술기의 개발,1425067369,중소기업청,(주)비앤비시스템,중소기업,의과학·의공학 기술,치료/진단기기
2013,PTR-2013-0025661246,특허,Rapid screening method of translational fusion partners for producing recombinant proteins and translational fusion partners screened therefrom,2275556,nan,한국생명공학연구원;,nan,유럽연합,nan,nan,nan,내열성 바이오플라스틱 소재 D-lactic acid 고효율 생산 효모 연구,9991003741,미래창조과학부,한국생명공학연구원,출연연구소,생물공정 기술,생물공학
2013,PTO-2013-0025661142,특허,X선 CT 영상을 이용한 시멘트 기반 재료의 기포간격계수 측정방법,10-2013-0096391,nan,연세대학교 산학협력단;,"G01N 23/04,G01N 33/38,G06T 11/00,C04B 28/02",대한민국,nan,nan,nan,CO2 저장량 최적화 및 증대를 위한 다중 스케일 평가기술 개발,1345198357,미래창조과학부,연세대학교,대학,기타 에너지기술,달리 분류되지 않는 건설시공/재료
2013,PTO-2013-0025661041,특허,Method for Screening and Quantifying Isoprene Biosynthesis Enzyme Activity,13/771952,nan,한국생명공학연구원;,nan,미국,nan,nan,nan,지능형 바이오시스템 구성 고기능 바이오부품/소자 및 분자공학기술 개발,1711005851,미래창조과학부,한국생명공학연구원,출연연구소,유전체기반 기술,생화학/구조생물학
2013,PTO-2013-0025651295,특허,광결정 구조의 제조방법 및 제조장치,10-2013-0011328,nan,서강대학교 산학협력단;,"H01L 21/027,B01J 13/00,B01J 19/18,G02B 1/02",대한민국,nan,nan,nan,대규모 방사성 오염의 생물학적 처리를 위한 친환경 융합 기술 개발,1711002511,미래창조과학부,서강대학교,대학,환경 생명공학기술,원자력 안전기술
2013,PTO-2013-0025660997,특허,"MUTANT MICROORGANISM HAVING HIGH PRODUCTION OF CADAVERINE, AND PREPARATION METHOD OF CADAVERINE USING SAME",13/813949,nan,한국과학기술원;,nan,미국,nan,nan,nan,바이오리파이너리를 위한 미생물 시스템대사공학 원천기술 개발,1711005075,미래창조과학부,한국과학기술원,대학,생물공정 기술,대사공학
2013,PTR-2013-0025651208,특허,수직 일체형 실리콘카바이드 황산분해반응기 및 이를 이용한 가압황산분해방법,10-1308968-0000,nan,한국과학기술연구원;,"B01J 19/02,B01J 19/24,C01B 17/50,C01B 13/02,B01J 19/00",대한민국,nan,nan,nan,SI 열화학 황산분해공정 기술개발,1711005326,미래창조과학부,한국과학기술연구원,출연연구소,수소생산 이용기술,신재생에너지
2013,PTO-2013-0025650991,특허,다중 영역 영상 분할 방법 및 그 장치,10-2013-0145376,nan,중앙대학교 산학협력단;,"G06T 7/11,G06K 9/46",대한민국,nan,nan,nan,4차원 의료영상 분석 : 동적 조형증강 MRI영상 분석에 적용,9991005843,미래창조과학부,중앙대학교,대학,기타 정보기술,임상의학
2013,PTO-2013-0025651141,특허,피드포워드 신호를 이용한 전력 증폭기,10-2013-0059747,nan,숭실대학교산학협력단;,"H03F 1/30,H03F 1/22,H03G 3/00",대한민국,nan,nan,nan,무선 에너지 전송 시스템 수신단의 소형화 및 집적화 기술에 관한 연구,9991001397,교육부,숭실대학교,대학,기타 정보통신 부품기술,반도체소자/시스템
2013,PTO-2013-0025651360,특허,조명용 히트싱크,PCT/KR2013/006086,nan,한양대학교 산학협력단;,nan,국제,nan,nan,nan,자연대류를 이용한 원형 히트 싱크 최적화,9991005767,교육부,한양대학교,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,에너지/환경 제어설비
2013,PTR-2013-0025651345,특허,자기전기 복합체,10-1305271-0000,nan,한국기계연구원;,"H01L 41/12,H01L 41/16",대한민국,nan,nan,nan,나노구조 자기-전기 복합 재료의 다차원 구조 제어,1345203871,교육부,한국기계연구원부설 재료연구소,출연연구소,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",기타 재료
2013,PTR-2013-0025651416,특허,"병렬 스터브를 가지는 개구부 결합 급전을 이용하며, 비아가 배열된 마이크로스트립 패치 안테나",10-1288381-0000,nan,숭실대학교산학협력단;,"H01Q 9/04,H01Q 1/38,H05K 3/40,H01Q 5/10",대한민국,nan,nan,nan,"집적 가능한 고격리, 광대역, 이중편파 위상 배열 패치안테나 개발",1345205419,교육부,숭실대학교,대학,기타 정보통신 부품기술,안테나 모듈/부품
2013,PTO-2013-0025651447,특허,수소 및 방사선 통합 센서 시스템,10-2013-0112005,nan,한국원자력연구원;,"G01T 1/16,G01T 1/17",대한민국,nan,nan,nan,원전 안전계측을 위한 내방사선 온도분포센서 핵심기술개발,1711002433,미래창조과학부,한국원자력연구원,출연연구소,집적회로기술,원자력 계측/제어 기술
2013,PTO-2013-0025658482,특허,3축 프로브 포지셔닝 장치,10-2013-0139179,nan,한국표준과학연구원;,"G01R 29/08,H01Q 1/12",대한민국,nan,nan,nan,기반측정표준확립 및 교정측정능력 향상,1711007771,미래창조과학부,한국표준과학연구원,출연연구소,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,측정표준/시험평가기술
2013,PTO-2013-0025658472,특허,"절대 위치 측정 방법, 절대 위치 측정 장치, 및 스케일",PCT/KR2013/003469,nan,한국표준과학연구원;,nan,국제,nan,nan,nan,기반측정표준확립 및 교정측정능력 향상,1711007771,미래창조과학부,한국표준과학연구원,출연연구소,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,측정표준/시험평가기술
2013,PTR-2013-0025651903,특허,"Method of cyclic delay diversity with the optimal cyclic delay value, and transmitter performing the same",8364086,nan,동국대학교 산학협력단;,nan,미국,nan,nan,nan,차세대 이동통신 시스템을 위한 단말 간 직접통신 및 단말협업 기술,9991000899,교육부,동국대학교,대학,4세대 이동통신,이동통신
2013,PTO-2013-0025651823,특허,편도줄기세포를 이용하여 부갑상선 호르몬을 생산하는 방법,10-2013-0045033,nan,이화여자대학교 산학협력단;,"C12N 5/073,C12N 5/0775,C12P 21/04,C07K 14/575",대한민국,nan,nan,nan,부갑상선 자가 이식을 위한 스캐폴드의 개발,1345205095,교육부,이화여자대학교,대학,생체조직 재생기술,치료/진단기기
2013,PTR-2013-0025651721,특허,금속의 영구 접합 방법 및 위험물질 처분 용기,10-1224823-0000,nan,한국원자력연구원;,"B23K 28/00,B23K 35/30",대한민국,nan,nan,nan,공학적방벽 성능향상 기술개발,1345203479,미래창조과학부,한국원자력연구원,출연연구소,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,방사성폐기물 처분/관리기술
2013,PTO-2013-0025651534,특허,"방향족을 포함하는 아미노산에서 유래되는 수은 이온 선택적, 비례적 형광 감응 화학센서, 이의 제조방법 및 이를 이용한 수은 이온 검출방법",10-2013-0081405,nan,인하대학교 산학협력단;,"G01N 21/64,G01N 21/76,C07D 249/04",대한민국,nan,nan,nan,펩타이드 scaffold를 기반으로 한 바이오 분자의 센싱 연구,9991005115,교육부,인하대학교,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,융합바이오
2013,PTO-2013-0025661381,특허,이산화탄소 흡착용 활성 카본에어로겔의 제조방법,10-2013-0151469,nan,인하대학교 산학협력단;,"B01J 20/28,B01J 20/30,B01J 20/04",대한민국,nan,nan,nan,"상온, 상압용 이산화탄소 포집을 위한 탄소기반 흡착소재 개발",1711000971,미래창조과학부,인하대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",기타 재료
2013,PTO-2013-0025661277,특허,선형 회귀 분석을 이용한 합산 영역 테이블의 정밀도 향상을 위한 방법 및 장치 및 이를 이용한 영상 이미지 복원을 위한 필터링 방법 및 장치,10-2013-0094771,nan,성균관대학교 산학협력단;,G06T 5/20,대한민국,nan,nan,nan,실시간 3D 그래픽스 구현을 위한 병렬처리형 소프트웨어 라이브러리 개발,1345200203,미래창조과학부,성균관대학교(자연과학캠퍼스),대학,기타 정보처리시스템 및 S/W 기술,달리 분류되지 않는 소프트웨어
